Supplier Code,Brand,Task Code,Purchase Code,Contact Information,Company Name,Country,Website,Description,Fisrt Communicated By,store link
S-514,Schneider ,TDR-160,,Wechat Num: 13107792317,Zhongshan Junling Electronic Sales Center,China ,,1688-6 years,Henry,https://junling1688.m.en.alibaba.com/index.html?wx_navbar_transparent=true&tracelog=sns_minisite
S-515,Magnetrol,263,,Wechat Num: 15150932327,"Sichuan Qia Shang Trading Co., Ltd.",China ,,1688-1 year,Henry,https://shop8986450g70w31.1688.com/
S-516,Fulltech,163,,Wechat Num: 17310368152,"Beijing Hengrui Hongsheng Mechanical and Electrical Equipment Co., Ltd.",China ,,Wechat- 11 years,Hana ,
S-517,Fulltech,163,,Wechat Num: 15815222030,Shenzhen Futian District Bishijie Electronics Store,China ,,Wechat - 10 years,Hana ,
S-518,Fulltech,163,,Wechat Num: 13810297128,Beijing Fangyuan Hengtai Risk Control Technology Center,China ,,Wechat-18 years,Hana ,
S-519,TELEMECHANIQUE,TDR-166,,Wechat Num:  18771133292,"Wuhan Fudian Hengxin Automation Technology Co., Ltd",China ,,1688-6 years,Henry,
S-520,FLIR,278,,Wechat Num: 17676449659,Shenzhen Longgang District Mingxintai Testing Equipment Service Department (individual business owner),China ,,1688-1 year,Henry,
S-521,FLIR,278,,Wechat Num: 13715297510,"Shenzhen Chuanglian Information Technology Co., Ltd.",China ,,1688-6 years,Henry,
S-522,FLIR,278,,Wechat Num: 18664024819,"Dexin Technology (Shenzhen) Co., Ltd.",China ,,1688-6 years,Henry,
S-523,Chint,275,,Wechat Num: 13535375167,"Guangzhou Ruihang Electromechanical Co., Ltd.",China ,,Wechat- 7 years,Hana,
S-524,Makita,278,,Wechat Num: 13682149622,"Tianjin Jianxing Jiushun Trading Co., Ltd.",China ,,1688-6 years,Henry,https://tjsjxjs.1688.com/
S-525,Makita,278,,Wechat Num: 13370852351,"Qingdao Hongjing Mechanical and Electrical Equipment Co., Ltd.",China ,,1688-6 years,Henry,
S-526,Makita,278,,Wechat Num: 15066850316,"Qingdao Libaijia Electromechanical Co., Ltd.",China ,,1688-6 years,Henry,
S-527,Chint ,279,,Wechat Num: 15397168721,"Hangzhou Chint Power Transmission and Distribution Equipment Co., Ltd.",China ,,wechat- 18 years ,Hana ,
S-528,Chint ,279,,Wechat Num: 13736378055,"Nanchang Datai Electromechanical Equipment Co., Ltd.",China ,,Wechat- 7 years ,Hana ,
S-529,CEMB SPA,TDR-168,,Wechat Num: 15910511917,"Beijing Conrad Technology Co., Ltd.",China ,,1688- 7 years,Henry,https://www.1688.com/factory/b2b-391716460633f48.html
S-530,Anker,279,,Wechat Num:18638150394,"Zhengzhou Digital Melody Electronic Technology Co., Ltd.",China ,,1688- 4 years,Peter,https://shop77t9631dj6323.1688.com/
S-531,Keyence,690,,Wechat Num: 13684970002,"Shenzhen Omanco Electronic Technology Co., Ltd.",China ,,1688- 16 years,Henry,
S-532,Keyence,690,,Wechat Num: 13612985443,"Shenzhen Shangchuanshe Automation Equipment Co., Ltd.",China ,,1688- 18 years,Henry,
S-533,CEMB SPA,TDR-168,,Wechat Num: 13127891341,"Shanghai Hangou Electromechanical Equipment Co., Ltd.",China ,,1688- 5 years,Henry,https://shop68p4901653244.1688.com/
S-535,Pro-Face,,,Wechat Num: wxid_dwo77blnr0o422,"Shanghai Kunsu Automation System Co., Ltd.",China,,,,
S-536,Skf/Stiweb,TDR-154,,Wechat Num:13723701128,"Shenzhen Wanbian Trading Co., Ltd.",China,,1688- 14 years,Peter,https://coastaltrading.1688.com/
S-537,Panasonic,279,,Wechat Num:18819728621,"Dongguan Xinsheng Automation Technology Co., Ltd.",China,,1688-6 years,Peter,https://18819728621.1688.com/
S-538,METTLER TOLEDO,279,,Wechat ID: wxid_exiumf44vsho22,"Shenzhen Saideli Testing Equipment Co., Ltd.",China,,1688-11 years,Henry,https://detail.1688.com/offer/734301299059.html?spm=a26286.8251493.description.2.221425b2dbxlFC
S-539,Gestra,279,,Wechat Num: 16600672031  ,"Tianjin Sina Intelligent Technology Co., Ltd.",China,,1688-11 years,Henry,https://scienar.1688.com/
S-540,METTLER TOLEDO,279,,Wechat ID: shronindustry,"Nanjing Shilun Industrial Equipment Co., Ltd.",China,,1688-11 years,Henry,https://shronchina.1688.com/?spm=0.0.wp_pc_common_topnav_38229151.0
S-541,Keyence,279,,Wechat Num: 13528458703,"Shenzhen Lebailong Automation Equipment Co., Ltd.",China,,1688-14 years,Henry,https://lnl686.1688.com/
S-542,Keyence,279,,Wechat Num: 18938655842,"Shenzhen Hongmu Automation Equipment Co., Ltd.",China,,1688-10 years,Henry,https://szhmzdh.1688.com/
S-543,ABB,291,,Wechat Num: 15214385061,"Zhejiang Xinyi Automation Equipment Co., Ltd.",China ,,Wechat- 7 years,Hana ,
S-544,MOXA,285,,Wechat Num: 13683059779,"Beijing Meisen Technology Co., Ltd.",China ,,1688- 10 years,Henry,https://www.1688.com/factory/b2b-2256145872.html
S-545,MOXA,285,,Wechat Num: 18813024789,"Beijing Qianxing Jietong Technology Co., Ltd.",China ,,1688- 2 years,Henry,https://qxjtict.1688.com/
S-546,MOXA,285,,Wechat Num: 17710831251,"Beijing Yingyehua Technology Co., Ltd.",China ,,1688- 3 years,Henry,https://yingyehua.1688.com/
S-547,CIRCOR,308,,Wechat Num: 18238896055,"Shaanxi Renhe Science and Technology Industry and Trade Co., Ltd.",China ,,1688- 21 years,Henry,https://www.1688.com/factory/sxrhlyb.html
S-548,Siemens,282,,Wechat Num:,"Shanghai Taixuan Automation Technology Co., Ltd.",China ,https://shtaixuan.cn/,1688- 3 years,Peter,https://shop2k704722o04q3.1688.com/
S-549,PArker,289,,Wechat Num:18025217890,"Dongguan Hongnuo Automation Technology Co., Ltd.",China ,,Wechat- 9 years,Hana ,
S-550,Dynisco,299,,Wechat Num:17724589269,"Shenzhen Saideli Testing Equipment Co., Ltd.",China ,,Wechat - 11 years,Hana ,
S-551,Schneider,TDR-173,,Wechat Num: 136 91668515,"Shenzhen Zhongchuang Automation Technology Co., Ltd.",China ,,Wechat - 3 years,Henry,S141
S-552,Krohne,305,,Wechat Num:a13402597276,"Chengdu Antijing Trading Co., Ltd.",China ,,1688- 1 yea,Peter,https://qr.1688.com/s/xhlvUfPF
S-553,Danfoss,317,,Wechat Num:17712674239,"Suzhou Lorente Automation Equipment Co., Ltd.",China ,,Wechat - 8 years,Hana ,
S-554,HIOKI,318,,Wechat ID: mmmmmmmmmmmmmmnmm_,"Shenzhen Wanbo Instrument Co., Ltd.",China ,,1688- 11 years,Henry,https://szwanbo6688.1688.com/
S-555,HIOKI,318,,Wechat Num: 18025841200,"Shenzhen Zhongru Electronics Co., Ltd.",China ,,1688- 10 years,Henry,
S-556,Danfoss,317,,Wechat Num: 18321655298,"Shanghai Yiyi Hydraulic Equipment Co., Ltd.",China ,,Wechat- 9 years,Hana ,
S-557,TRICONEX,314,,Wechat Num: 18060923929,"Xiamen Xiongba E-commerce Co., Ltd. Zhangzhou Branch",China ,,1688- 5 years,Henry,https://shop8y658312830d2.1688.com/
S-558,TRICONEX,314,,Wechat Num: 15383419322,"Shanxi Runsheng Import and Export Co., Ltd.",China ,,1688- 4 years,Henry,https://shop91c8260x65103.1688.com/
S-559,TRICONEX,314,,Wechat ID: jenny5540,"Xiamen Xingruijia Import and Export Co., Ltd.",China ,,1688- 7 years,Henry,https://detail.1688.com/offer/619299696719.html?spm=a26352.13672862.offerlist.48.3dd51e62H0b4KW
S-560,Weintek,342,,Wechat Num: 18825722911 ,"Dongguan Fengxin Electrical and Mechanical Co., Ltd.",China ,,1688- 15 years,Henry,
S-561,Simplex,TDR174,,Wechat Num:18030717597,"Chengdu Guangruida Technology Co., Ltd.",China ,,Wechat - 7years,Hana ,
S-562,Simplex,TDR174,,Wechat Num:13697494376,"Guangzhou Jingdong Technology Development Co., Ltd.",China ,,Wechat- 17 years,Hana ,
S-563,Simplex,TDR174,,Wechat Num:15359893119,"Xiamen Yaoan Fire Equipment Co., Ltd.",China ,,Wechat- 14 years, Hana  ,
S-564,Weintek,342,,Wechat Num: 28169939,"Shenzhen Yifeida Technology Co., Ltd.",China ,,Wechat- 16 years,Henry,https://yfkj1201.1688.com/
S-565,Simplex,TDR174,,Wechat Num:13602831029,"Guangzhou E-on Intelligent Technology Co., Ltd.",China ,,Wechat- 16 years,Hana ,
S-565,Esser,1271,,Wechat Num: 13602831029,"Guangzhou E-on Intelligent Technology Co., Ltd.",China,,wechat- 17 years,Hana,
S-566*,Lovato,321,,Wechat Num:18601781730,,China ,,official lovato website,Peter,
S-567,Weintek,342,,Wechat Num: No,Max Source Development Corporation Ltd. (Wuhan),China ,,Alibaba- 7 years,Henry,https://www.alibaba.com/product-detail/Electronic-Components-Bom-List-CMT2158X-IC_1601228357091.html?spm=a2700.galleryofferlist.normal_offer.d_price.4c3413a0KCu5vl
S-568,Go Switch,339,,Wechat Num: 15198115356,"Baumann Industrial Technology (Chengdu) Co., Ltd.",China ,,1688- 5 years,Henry,https://baomangongye.1688.com/
S-569,Go Switch,339,,Wechat Num: 13416810768,"Dongguan Fulingchuan Automation Equipment Co., Ltd.",China ,,1688- 4 years,Henry,
S-570,Hafner,348,,Wechat Num: 13868628679,Yongjia County Oubei Street Fuli Valve Factory,China ,,1688- 8 years,Henry,https://www.1688.com/factory/b2b-333335766583c9e.html
S-571,Eaton ,336,,Wechat Num: 13814078406,"Nanjing Yigong Technology Co., Ltd.",China ,,Wechat- 14 years,Hana ,
S-572,Hafner,348,,Wechat Num: 17304402672,"Four Point Zero Trading Co., Ltd.",China ,,1688- 3 years,Henry,https://shop186e733170m52.1688.com/
S-573,Hafner,348,,Wechat Num: 13959767983,"Xiamen ATS Electromechanical Co., Ltd.",China ,,1688- 3 years,Henry,https://shop798jew8503917.1688.com/
S-574,Go Switch,339,,Wechat Num: 17365869188,"Yongjia Kairong Automatic Valve Co., Ltd.",China ,,1688- 4 years,Henry,https://zkfmpjcj.1688.com/
S-575,Go Switch,339,,Wechat Num: 13921106068,"Wuxi Aisipu Automatic Valve Co., Ltd.",China ,,1688- 17 years,Henry,
S-576,Parametrics,346,,Wechat Num: 18370777159,"Ganzhou Maochi Trading Co., Ltd.",China ,,1688- 17 years,Henry,https://shop6664n2b16n864.1688.com/
S-577,Parametrics,346,,Wechat Num: 15690127087,"Hebei Gaotiejian Testing Instrument Co., Ltd.",China ,,Alibaba- 7 years,Henry,
S-578,Emerson ,190,,Wechat Num:,Gray Li,China ,,Wechat,Alex - Hana ,
S-579,Swagelock,368,,Wechat Num: 18127021085,"Shenzhen Hailong Fluid Technology Co., Ltd.",China ,,1688- 10 years,Henry,https://sealoong.1688.com/
S-580,Swagelock,368,,Wechat Num: 18601146908,"Beijing Feixier Valve Co., Ltd.",China ,,1688- 11 years,Henry,https://shop1399395582806.1688.com/
S-581,GE  ,368,,Wechat Num: 18665097176,"Guangzhou Beize Instrument Technology Co., Ltd.",China ,,Alibaba- 6 years,Henry,https://www.alibaba.com/product-detail/GE-Panametrics-Oxygen-Sensor-OX-1_1601056914769.html
S-582,GE  ,368,,Wechat Num: 17279994531,"Shandong Celite Automation Equipment Co., Ltd.",China ,,1688- 2 years,Henry,https://www.1688.com/factory/b2b-2215553229885e8f60.html
S-583,GE  ,368,,Wechat Num: 18352506157,"Wuxi Taiwei Instrument Co., Ltd.",China ,,1688- 7 years,Henry,https://www.1688.com/factory/b2b-2843722332df8dd.html
S-584,GE  ,368,,Wechat Num: 18600206239,"Beijing Chuqi Instrument Co., Ltd.",China ,,1688- 10 years,Henry,https://shop1441001312265.1688.com/
S-585*,Airtac  ,368,,Wechat Num:17304097748,AirTac Pneumatic Machinery Store,China ,Official store,1688- 17 years,Peter,https://gztianshui.1688.com/
S-586,ThermoScientific,369,,Wechat Num: 18680226663,"Guangzhou Bolertai Technology Co., Ltd.",China ,,1688- 14 years,Henry,https://www.1688.com/factory/bohlertech.html
S-587,ThermoScientific,369,,Wechat Num: 13917786334,"Shanghai Xuanyi Environmental Protection Technology Co., Ltd.",China ,,1688- 9 years,Henry,https://shyq114.1688.com/
S-588,GE,390,,Wechat Num:18579229209,"Ruichang Mingsheng Automation Equipment Co., Ltd.",China ,,1688- 4 years,Henry,https://shop81pw97w043101.1688.com/
S-589,GE,390,,Wechat Num: 18250921181,"Zhangzhou Dingshengda Automation Equipment Co., Ltd.",China ,,1688- 2 years,Henry,https://shop9s614973w4035.1688.com/
S-590,GE,390,,Wechat Num: 18030148551,Xiamen Siming District Lingnanye Electronic Products Store (individual business owner),China ,,1688- 2 years,Henry,https://shop29q6255187268.1688.com/
S-591,Yokogawa,368,,Wechat Num: 13058065649,"Sichuan Xiankuan Trading Co., Ltd.",China ,,Wechat - 1 year,Hana ,
S-592,Parker,367,,Wechat Num: 13818842697,"Shanghai Suixin Electronic Technology Co., Ltd.",China ,,Wechat- 21 years,Hana ,
S-593,Parker,367,,Wechat Num: 13661667295,"Shanghai Jinran Electromechanical Equipment Co., Ltd.",China ,,wechat - 9 years,Hana ,
S-594,Minco,355,,Wechat Num:18061521816,"Shanghai Zhengjiu Electronic Technology Co., Ltd.",China ,,1688- 5 years,Peter,https://wdkgroup.1688.com/
S-595,GE Faunc,408,,Wechat Num: 15860715831,"Fuzhou Jufuxing Automation Co., Ltd.",China ,,1688- 5 years,Henry,https://jfxauto.1688.com/
S-596,GE Faunc,408,,Wechat Num: 18950191660,"Xiamen Taini Electric Co., Ltd.",China ,,1688- 6 years,Henry,https://shop8201663a03465.1688.com/
S-597,GE,390,,Wechat ID: Jinlin-193,"Hainan Jinlin Mechanical and Electrical Equipment Co., Ltd.",China ,,1688- 2 years,Henry,https://shop0230378s01ed6.1688.com/?spm=0.0.wp_pc_common_topnav_38229151.0
S-598,Ingersoll,428,,Wechat Num: 15236614161,"Xinxiang Hengdeli Filtration Co., Ltd.",China ,,1688- 11 years,Henry,https://www.1688.com/factory/b2b-1942465917.html
S-599,GE,390,,Wechat Num: 18030148551,"S590: Jinhua TuRan E-commerce Co., Ltd.",China ,,1688- 4 years,Henry,https://shop81p01ww319338.1688.com/
S-600,Ingersoll,428,,Wechat Num: 18321901721,"Shanghai Yikai Machinery Co., Ltd.",China ,,1688- 9 years,Henry,https://kongyajibeijian.1688.com/
S-601,Square D,417,,Wechat Num: 15920039353,"Shenzhen Shidai Hongcheng Electronics Co., Ltd.",China ,,1688- 17 years,Henry,https://www.1688.com/factory/allen2436.html
S-602,ABB,406,,Wechat Num:15919853030,"Shenzhen Youbang Industrial Control Equipment Co., Ltd.",China ,,Wechat-9 years,Hana ,
S-603,ABB,406,,Wechat Num:18061624869,"Haogongyou Technology (Nanjing) Co., Ltd.",China ,,wecaht- 7 years,Hana ,
S-604,PHASE ||,TDR-212,,Wechat Num:18029167915,"Dongguan Zhongte Precision Instrument Technology Co., Ltd.",China ,,1688- 6 years,Peter,https://zthm19.1688.com/
S-605,BOSCH REXROTH,TDR-196,,Wechat Num: 13524122975,"Shanghai Weimi Mechanical and Electrical Equipment Co., Ltd.",China ,,1688- 11 years,Henry,https://www.1688.com/factory/b2b-2040775883.html
S-606,Siemens,413,,Wechat Num:18655456456,"Shanghai Yuhao Thermal Equipment Co., Ltd.",China ,,1688- 4 years,Peter,https://shop45847904k01u1.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-607,Ingersoll,429,,Wechat Num: 13884756282,"Taian Kaiduowei Machinery Equipment Co., Ltd.",China ,,1688- 11 years,Henry,https://www.1688.com/factory/b2b-2041510646.html
S-608,Motor ABB,367,,Wechat Num:18721636099,"Shanghai Hangtao Mechanical and Electrical Equipment Co., Ltd.",China,,Wechat-10 years,Hana,
S-609,huadian,57,,Wechat Num: 19956037060,"Huaibei Huadian Automation Technology Co., Ltd",China ,,Wechat,Alexander-Hana,
S-610,DOLD,TDR-215,,Wechat Num: 17721089565,-,China ,,Wechat,Henry,
S-611,Ingersoll,428,,Wechat Num: 13928625981,"Foshan Katewei Air Compressor Co., Ltd.",,,1688- 19 years,Henry,https://fskaitewei.1688.com/
S-612,DOLD,TDR-215,,Wechat Num: 17721089565,"Shanghai Ouqin Mechanical and Electrical Engineering Technology Co., Ltd.",China,,1688- 7 years,Henry,https://ouqueen.1688.com/
S-613,DOLD,TDR-215,,Wechat ID: xmatzdh01,"Xiamen Angtai Automation Equipment Co., Ltd.",China,,1688- 9 years,Henry,https://www.1688.com/factory/b2b-2848169358cfcba.html
S-614,DOLD,TDR-215,,Wechat Num: 135 5383 5313 (S311),"Dongguan Bomei Intelligent Technology Co., Ltd.",China,,1688- 2 years,Henry,https://www.1688.com/factory/b2b-221564550756085f35.html
S-615,DOLD,TDR-215,,Wechat Num: 13917543272,"Shanghai Xiangshu Oumao Mechanical and Electrical Equipment Co., Ltd.",China,,1688- 3 years,Henry,https://shop1m3546m646266.1688.com/
S-616,Panametrics,TDR-211,,Wechat Num: 18518237766,"Shandong Duobei Mechanical and Electrical Equipment Co., Ltd.",China,,1688-2 years,Henry,https://duobeiyiqi.1688.com/
S-617,PECOFACET,444,,Wechat Num: 15032778561,"Hebei Paier Filtration Equipment Technology Co., Ltd.",China,,1688-7 years,Henry,https://paierguolv.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-618,Meanwell,tdr171,,Wechat Num:,"Shenzhen Yangsheng Technology Co., Ltd. ",China ,,Wechat ,Alexander-Hana,
S-619,PR Electronics,466,,Wechat Num: 18964364289,"Shanghai Ziyuan Automation Technology Co., Ltd.",China ,,1688-11 years,Henry,https://shop1371482110689.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-620,PR Electronics,466,,Wechat Num: xx17728001728,"Dongguan Conster Technology Co., Ltd.",China ,,1688-3 years,Henry,https://17728001728.1688.com/page/index.html?spm=0.0.wp_pc_common_header_companyName_undefined.0
S-621,PR Electronics,466,,Wechat Num: 13537426085,"Dongguan Chiyajia Technology Co., Ltd.",China ,,1688-4 years,Henry,https://www.1688.com/factory/b2b-2211521362835d2285.html
S-622,PR Electronics,466,,Wechat Num: 19153050250,"Shenzhen Xinlun Technology Co., Ltd.",China ,,1688-4 years,Henry,https://szxinlun.1688.com/
S-623,PR Electronics,466,,Wechat ID: Cardcandy,"Guangzhou Katech Electronic Technology Co., Ltd.",China ,,1688-3 years,Henry,https://detail.1688.com/offer/807672715505.html
S-624,PR Electronics,466,,Wechat Num: 17728001628,"Dongguan Boda Automation Equipment Co., Ltd.",China ,,1688-4 years,Henry,https://www.1688.com/factory/b2b-2212425386121152f5.html
S-625,SICK MAIHAK,483,,Wechat Num: 18259150609,"Fuzhou Jingchi Automation Equipment Co., Ltd.",China ,,1688-9 years,Henry,https://shop1436750994570.1688.com/
S-626,HEIDENHAIN,482,,Wechat Num: 18339236183,"Zhengzhou Dongyuan Machinery Equipment Co., Ltd.",China ,,1688-9 years,Henry,https://18339236183.1688.com/
S-627,SICK MAIHAK,483,,Wechat Num: 18924939819,"Shenzhen Hongsongyuan Technology Co., Ltd.",China ,,1688-4 years,Henry,https://www.1688.com/factory/b2b-22133651148787ac50.html
S-628,HEIDENHAIN,482,,Wechat Num: 13120971187,"Shanghai Binge Industrial Co., Ltd.",China ,,1688-4 years,Henry,https://shop381e3045e5893.1688.com/
S-629,SICK MAIHAK,483,,Wechat Num: 18948181742,"Shenzhen Longchen Automation Equipment Co., Ltd.",China ,,1688-6 years,Henry,https://shop915s41g9797r9.1688.com/
S-630,HEIDENHAIN,482,,Wechat Num: 18621863557,"Shanghai Yiou Mechanical and Electrical Equipment Co., Ltd.",China ,,1688-8 years,Henry,https://shop2u3g2508s0294.1688.com/
S-631,Adventech,75,,Wechat Num: 13798467398,"Shenzhen Rijinxin Technology Co., Ltd.",China ,,,Alex,
S-632,Fanuc,486,,Wechat Num: q49742903,"Dongguan Yuanguang Chemical Co., Ltd.",China ,,1688-4 years,Henry,https://www.1688.com/factory/b2b-3925761352362dc.html
S-633,Kyodo,486,,Wechat Num: 18207556558,"Shenzhen Qianhuacheng Precision Components Co., Ltd.",China ,,1688-7 years,Henry,https://shop5244m1349i3z5.1688.com/
S-634,Kyodo,486,,Wechat Num: 13622688216,"Zhongrui Changda Lubricant Technology (Dongguan) Co., Ltd.",China ,,1688-2 years,Henry,https://shop6258728f0f9v8.1688.com/
S-635,Kyodo,486,,Wechat Num: 18918318598 ,"Shanghai Yafangtusi International Trading Co., Ltd.",China ,,1688-20 years,Henry,https://shyfts.1688.com/
S-636,Kyodo,486,,Wechat Num: 13652460388,"Dongguan Daorun Trading Co., Ltd.",China ,,1688-13 years,Henry,https://daorun188.1688.com/
S-637,SMC,486,,Wechat Num: 1372061575,"Huizhou New Starting Point Intelligent Technology Co., LTD",China,,Wchat Alex,Alex,
S-637,Festo,486,,Wechat Num: 1372061575,"Huizhou New Starting Point Intelligent Technology Co., LTD",China,,Wchat Alex,Alex,
S-638,SKF,486,,Wechat Num: 13165119955,"Shandong Angrui Bearing ., Co LTD",China,,Wchat Alex,Alex,
S-639,LVYUAN,505,,Wechat Num: 13612594917,"Guangzhou Green Source Technology Co., Ltd.",China,,1688-7 years,Henry,https://shop2632nq6v18306.1688.com/
S-640,LVYUAN,505,,Wechat Num: 18122174937,"Guangzhou Tuyang Electronic Technology Co., Ltd.",China,,1688-2 years,Henry,https://www.1688.com/factory/b2b-22164822624253f76e.html
S-641,motorola,504,,Wechat Num:13580527532,"Guangzhou Minxing Communication Equipment Co., Ltd.",China,,1688-17 years,Peter,https://minxing08.1688.com/?spm=a26352.15231885.offerlist.10.73173537eGkc1j
S-642,Versa,497,,Wechat Num: 13116194496,"Tianjin Sina Intelligent Technology Co., Ltd.",China,,1688-11 years,Henry,https://scienar.1688.com/
S-643,SAFT,TDR-253,,Wechat Num: 13924649106 ,"Shenzhen Qisheng Industrial Co., Ltd.",China,,1688-11 years,Henry,https://www.1688.com/factory/b2b-2081369859.html
S-644,SAFT,TDR-253,,Wechat Num: 13410979602,"Shenzhen Chuangxinyi Electronic Technology Co., Ltd.",China,,1688-8 years,Henry,https://www.1688.com/factory/b2b-3355336728ffb7a.html
S-645,SAFT,TDR-253,,Wechat Num:13434724990,"Shenzhen Jisubao Technology Co., Ltd.",China,,1688-10 years,Henry,https://shop1433868633793.1688.com/
S-646,SAFT,TDR-253,,Wechat Num: 13684993810,Shenzhen Futian District Mingsheng Electronics Sales Department,China,,1688-4 years,Henry,https://shop105935s3711a8.1688.com/
S-647,SAFT,TDR-253,,Wechat Num: 13670202982,"Shenzhen Xinmei Energy Technology Co., Ltd.",China,,1688-4 years,Henry,https://www.1688.com/factory/b2b-2212999666379256eb.html
S-648,SAFT,TDR-253,,Wechat Num:13437822258,"Shenzhen Dingguanda Technology Co., Ltd.",China,,1688-5 years,Henry,https://dinguanda.1688.com/
S-649,Versa,497,,Wechat Num: 17316318192,"Shanghai Wensheng Machinery Equipment Co., Ltd.",China,,1688-16 years,Henry,https://wsjxsb.1688.com/
S-650,WEG,520,,Wechat Num:18376287290,"Chengdu Meiwei Jinfeng Trading Co., Ltd.",China,,1688-1year,Peter,https://detail.1688.com/offer/901644735813.html?spm=a26352.13672862.offerlist.1.1ecc1e62PcTf0L
S-651,ASCO,2024-1365,,Wechat Num:18860178696,"Fuzhou Outong Automation Equipment Co., Ltd.",China,,,Alex,
S-652,Delta,533,,Wechat Num: 13262534818,"Shanghai Nain Automation Technology Co., Ltd.",China,,1688-8 years,Henry,https://detail.1688.com/offer/796193042765.html?spm=a26286.8251493.description.2.221425b282MHaD
S-653,Delta,533,,Wechat Num: 18217709760,"Shanghai Kaili Mechanical and Electrical Equipment Co., Ltd.",China,,1688-9 years,Henry,https://shop1466874166966.1688.com/
S-654,Delta,533,,Wechat Num: 86 137 9549  8317,"Shanghai Hewei Mechanical and Electrical Equipment Co., Ltd.",China,,1688-5 years,Henry,https://heweijidian.1688.com/
S-655,Delta,533,,Wechat Num: 18917010668,"Shanghai Lingye Automation System Co., Ltd.",China,,1688-20 years,Henry,https://binheng.1688.com/
S-656,Delta,533,,Wechat Num: 13611939306,"Shanghai Luhong Mechanical and Electrical Equipment Co., Ltd.",China,,1688-10 years,Henry,https://shanghailuhong.1688.com/
S-657,FUJI,533,,Wechat Num:13925503105,"Dongguan Dazhuo Industrial Co., Ltd.",China,,1688-7 years,Peter,https://shop59j78250q2m47.1688.com/?spm=a26352.15231885.offerlist.113.523b1e62d4aeLM
S-658,SICK  ,539,,Wechat ID: hy268558,"Xiamen Qiaoyuan Technology Co., Ltd.",China,,1688- 2 years,Henry,https://air.1688.com/app/ocms-fusion-components-1688/def_cbu_web_im/index.html?touid=cnalichn%E5%8E%A6%E9%97%A8%E4%BE%A8%E6%BA%90%E7%A7%91%E6%8A%80&siteid=cnalichn&status=1&portalId=&gid=&offerId=845216168268&itemsId=&spmid=a261y.25179003.0&sourceValue=%7B%22offerId%22%253A%22845216168268%22%252C%22targetLoginId%22%253A%22%E5%8E%A6%E9%97%A8%E4%BE%A8%E6%BA%90%E7%A7%91%E6%8A%80%22%252C%22sourceType%22%253A%22pcOD%22%252C%22source%22%253A%22od%22%7D#/
S-659,Atlas Copco,,,Wechat Num: 13771101598,-,China,,1688- 3 years,Henry,
S-660,Atlas Copco,,,Wechat ID: wxid_2hrv1y3w50h921,-,China,,1688- 1 years,Henry,
S-661,ABB,552,,Wechat Num: 15989894586,"Shenzhen Caput Electromechanical Equipment Co., Ltd.",China ,,Wechat- 10 years,Hana,https://www.1688.com/factory/yinglifadianji.html
S-662,Perkins,552,,Wechat ID: wxid_n80th3jks23s22,"Foshan Yingli Generator Co., Ltd.",China ,,1688- 14 years,Henry,https://www.1688.com/factory/yinglifadianji.html
S-663,Atlas Copco,544,,Wechat Num:17340095137,"Sichuan SYKES Electromechanical Technology Co., Ltd.",China ,,1688-8 years,Peter,https://skekskongyaji.1688.com/
S-664,Atlas Copco,544,,Wechat Num:18292675279,"Wuxi Kratos Technology Co., Ltd.",China ,,1688- 9 years,Peter,https://www.1688.com/factory/b2b-30646702300f1ca.html
S-665,Atlas Copco,544,,Wechat Num:15384548176,"Xi'an Sidewell Mechanical and Electrical Engineering Co., Ltd.",China ,,1688- 4 years,Peter,https://atlascopo.1688.com/
S-666,Perkins,552,,Wechat Num: 13059101227,"Guangdong Meister Electromechanical Co., Ltd.",China ,,1688- 2 years,Henry,https://shop91718l2156848.1688.com/?spm=a26352.13672862.offerlist.2.79851e62mKX8qy
S-667,Perkins,552,,Wechat Num: 17750267095,"Fujian Yukun Qiangwei Motor Co., Ltd.",China ,,1688- 1 years,Henry,https://detail.1688.com/offer/851463464993.html
S-668,Siemens,tdr268,,Wechat Num:17317234528,"Shanghai Licheng Industrial Automation Equipment Co., Ltd.",China ,,1688-7 years,Peter, https://qr.1688.com/s/HdrqvZMi
S-669,Perkins,552,,Wechat Num: 18252604415,"Jiangsu Meao Power Technology Co., Ltd.",China ,,1688-4 years,Henry,https://www.1688.com/factory/b2b-2212313697334254b2.html
S-670,Perkins,552,,Wechat Num: 15205253588,"Yangzhou Shuntong Power Generation Equipment Co., Ltd.",China ,,1688-19 years,Henry,https://www.1688.com/factory/tanjian0514.html
S-671,Siemens,511 &525,,Wechat Num:," Guangdong Lance Automation Technology Co., Ltd.",China ,,Wechat-,Alex-Hana ,
S-672,Flir,573,,Wechat Num: 18037675584,"Shenzhen Lianxunda Electronic Technology Development Co., Ltd.",China ,,1688-3 years,Henry,https://dsx8000.1688.com/
S-673,Flir,573,,Wechat Num: 15800390794,"Shanghai Ruiqin Electronics Co., Ltd.",China ,,1688-17 years,Henry,https://rq1718.1688.com/
S-674,Honeywell,576,,Wechat Num:18923728726,"Shenzhen Xinkewei Technology Co., Ltd.",China ,,Wechat-13 years,Hana ,
